epoch,accuracy,loss,val_accuracy,val_loss
0,0.6021897792816162,0.6748855710029602,0.44878047704696655,0.682126522064209
1,0.658150851726532,0.6445783376693726,0.7219512462615967,0.6187376976013184
2,0.7007299065589905,0.6096894145011902,0.6634146571159363,0.5993236303329468
3,0.7250608205795288,0.5730652213096619,0.6926829218864441,0.5666079521179199
4,0.772506058216095,0.5234436392784119,0.6048780679702759,0.5786305665969849
